latitude,longitude,time
+43.46090,+1.57165,1275000046
+43.46090,+1.57165,1275000165
+43.46090,+1.57165,1275000707
+43.46090,+1.57165,1275000825
+43.46090,+1.57165,1275000947
+43.46090,+1.57165,1275001246
+43.45859,+1.57173,1275001425
+43.49830,+1.58621,1275001666
+43.49854,+1.58672,1275001726
+43.45859,+1.57173,1275001785
+43.46090,+1.57165,1275001969
+43.46090,+1.57165,1275002206
+43.46090,+1.57165,1275002334
+43.46090,+1.57165,1275002572
+43.47170,+1.56366,1275002693
+43.45859,+1.57173,1275002805
+43.45859,+1.57173,1275002926
+43.45859,+1.57173,1275003047
+43.45859,+1.57173,1275003165
+43.45859,+1.57173,1275003287
+43.45859,+1.57173,1275003406
+43.45859,+1.57173,1275003526
+43.45859,+1.57173,1275003648
+43.45859,+1.57173,1275003766
+43.45859,+1.57173,1275003951
+43.45859,+1.57173,1275004066
+43.45859,+1.57173,1275004485
+43.45859,+1.57173,1275004606
+43.45859,+1.57173,1275005087
+43.45859,+1.57173,1275005267
+43.45859,+1.57173,1275005627
+43.46090,+1.57165,1275006286
+43.45859,+1.57173,1275006410
+43.45809,+1.57144,1275006585
+43.45859,+1.57173,1275006648
+43.45859,+1.57173,1275006776
+43.45840,+1.57155,1275006914
+43.45835,+1.57187,1275007045
+43.45847,+1.57185,1275007104
+43.45832,+1.57178,1275007164
+43.45832,+1.57154,1275007315
+43.45835,+1.57175,1275007374
+43.45848,+1.57162,1275007434
+43.45838,+1.57162,1275007494
+43.45826,+1.57172,1275007552
+43.45844,+1.57156,1275007612
+43.45882,+1.57176,1275007806
+43.45861,+1.57210,1275008169
+43.45859,+1.57173,1275008199
+43.45859,+1.57173,1275008317
+43.45859,+1.57173,1275008446
+43.45859,+1.57173,1275008557
+43.45859,+1.57173,1275008675
+43.45849,+1.57162,1275008803
+43.45859,+1.57173,1275008854
+43.46090,+1.57165,1275008975
+43.45859,+1.57173,1275009101
+43.45859,+1.57173,1275009214
+43.45859,+1.57173,1275009332
+43.46090,+1.57165,1275009462
+43.45859,+1.57173,1275009571
+43.45859,+1.57173,1275009692
+43.45859,+1.57173,1275009809
+43.45859,+1.57173,1275009930
+43.45859,+1.57173,1275010058
+43.45859,+1.57173,1275010236
+43.45859,+1.57173,1275010356
+43.45755,+1.57334,1275010484
+43.45859,+1.57173,1275010535
+43.45859,+1.57173,1275010654
+43.45859,+1.57173,1275010780
+43.45859,+1.57173,1275010894
+43.45859,+1.57173,1275011015
+43.45859,+1.57173,1275011143
+43.45859,+1.57173,1275011254
+43.45859,+1.57173,1275011373
+43.45831,+1.57142,1275011499
+43.45859,+1.57173,1275011551
+43.45859,+1.57173,1275011670
+43.45859,+1.57173,1275011797
+43.45859,+1.57173,1275012278
+43.45859,+1.57173,1275012517
+43.45859,+1.57173,1275012756
+43.45859,+1.57173,1275012875
+43.45859,+1.57173,1275013055
+43.45859,+1.57173,1275013186
+43.45859,+1.57173,1275013414
+43.45859,+1.57173,1275013592
+43.45859,+1.57173,1275013778
+43.45859,+1.57173,1275013896
+43.45859,+1.57173,1275014077
+43.45859,+1.57173,1275014207
+43.45813,+1.57202,1275014372
+43.45829,+1.57211,1275014432
+43.45833,+1.57235,1275014492
+43.45859,+1.57173,1275014553
+43.45859,+1.57173,1275015034
+43.45859,+1.57173,1275015524
+43.45859,+1.57173,1275015637
+43.45859,+1.57173,1275015757
+43.45859,+1.57173,1275015886
+43.45859,+1.57173,1275015996
+43.45859,+1.57173,1275016177
+43.45859,+1.57173,1275016355
+43.45859,+1.57173,1275016594
+43.45859,+1.57173,1275016774
+43.45859,+1.57173,1275016906
+43.45859,+1.57173,1275017195
+43.45859,+1.57173,1275017381
+43.45859,+1.57173,1275017498
+43.45859,+1.57173,1275017617
+43.45859,+1.57173,1275017796
+43.45859,+1.57173,1275017976
+43.45859,+1.57173,1275018154
+43.45859,+1.57173,1275018695
+43.46090,+1.57165,1275024879
+43.46090,+1.57165,1275025005
+43.45859,+1.57173,1275025178
+43.46090,+1.57165,1275034126
+43.48751,+1.52993,1275034238
+43.49612,+1.51896,1275034297
+43.50398,+1.51275,1275034356
+43.51021,+1.51571,1275034415
+43.51400,+1.53075,1275034475
+43.52179,+1.52650,1275034535
+43.52987,+1.52088,1275034595
+43.53668,+1.51119,1275034654
+43.54436,+1.50409,1275034713
+43.55595,+1.49680,1275034773
+43.55792,+1.49062,1275034832
+43.56607,+1.48366,1275034891
+43.57164,+1.47491,1275034951
+43.56535,+1.47799,1275035011
+43.56269,+1.47707,1275035071
+43.56304,+1.47720,1275035131
+43.56308,+1.47722,1275035191
+43.56269,+1.47662,1275035263
+43.56341,+1.47881,1275036043
+43.56320,+1.47612,1275036776
+43.56269,+1.47659,1275039512
+43.56269,+1.47659,1275040968
+43.56269,+1.47659,1275045976
+43.56280,+1.47662,1275046158
+43.56280,+1.47656,1275047039
+43.56269,+1.47659,1275047193
+43.56401,+1.47726,1275047342
+43.56255,+1.47714,1275047402
+43.56310,+1.47717,1275047462
+43.56269,+1.47663,1275047553
+43.56294,+1.47687,1275054770
+43.56309,+1.47740,1275054878
+43.56329,+1.47695,1275055036
+43.56320,+1.47700,1275055182
+43.56313,+1.47747,1275065358
+43.56343,+1.47744,1275065418
+43.56252,+1.47715,1275068658
+43.56269,+1.47751,1275068683
+43.56340,+1.47744,1275068810
+43.55619,+1.49242,1275068924
+43.53589,+1.51649,1275069052
+43.51700,+1.52150,1275069163
+43.51610,+1.53848,1275069283
+43.48120,+1.54135,1275069403
+43.47460,+1.57170,1275069520
+43.47460,+1.57170,1275069657
+43.45859,+1.57173,1275069762
+43.45859,+1.57173,1275069885
+43.45859,+1.57173,1275070010
+43.45806,+1.57294,1275070184
+43.45790,+1.57393,1275070244
+43.46090,+1.57165,1275070302
+43.45858,+1.57229,1275070430
+43.46090,+1.57165,1275070484
+43.46090,+1.57165,1275072223
+43.45859,+1.57173,1275073488
+43.45859,+1.57173,1275073853
+43.45859,+1.57173,1275074023
+43.45859,+1.57173,1275074144
+43.45859,+1.57173,1275074263
+43.45859,+1.57173,1275074384
+43.45859,+1.57173,1275074510
+43.45832,+1.57173,1275074682
+43.45825,+1.57157,1275074742
+43.45859,+1.57173,1275074803
+43.45859,+1.57173,1275075043
+43.45859,+1.57173,1275075165
+43.45859,+1.57173,1275075283
+43.45859,+1.57173,1275250701
+43.45859,+1.57173,1275251012
+43.45859,+1.57173,1275251192
+43.45859,+1.57173,1275251670
+43.45859,+1.57173,1275252150
+43.45859,+1.57173,1275252267
+43.45770,+1.57194,1275252438
+43.45840,+1.57168,1275252503
+43.45826,+1.57192,1275252563
+43.45842,+1.57181,1275252623
+43.45827,+1.57196,1275252760
+43.47170,+1.56366,1275252817
+43.45854,+1.57150,1275253230
+43.45857,+1.57157,1275253290
+43.45859,+1.57173,1275253528
+43.45859,+1.57173,1275253649
+43.45859,+1.57173,1275253767
+43.45859,+1.57173,1275257372
+43.45859,+1.57173,1275259833
+43.45859,+1.57173,1275260072
+43.45859,+1.57173,1275260191
+43.45859,+1.57173,1275260308
+43.45859,+1.57173,1275260431
+43.45859,+1.57173,1275260548
+43.45859,+1.57173,1275260668
+43.45859,+1.57173,1275260908
+43.45859,+1.57173,1275261027
+43.45859,+1.57173,1275261268
+43.45859,+1.57173,1275261385
+43.45859,+1.57173,1275261753
+43.45859,+1.57173,1275261873
+43.45859,+1.57173,1275263008
+43.45859,+1.57173,1275263313
+43.45859,+1.57173,1275263433
+43.45859,+1.57173,1275263552
+43.45821,+1.57087,1275263726
+43.45837,+1.57144,1275263786
+43.45859,+1.57173,1275263971
+43.45859,+1.57173,1275264090
+43.45859,+1.57173,1275264690
+43.45859,+1.57173,1275266778
+43.45859,+1.57173,1275266905
+43.45859,+1.57173,1275267264
+43.45859,+1.57173,1275267384
+43.45859,+1.57173,1275268339
+43.45859,+1.57173,1275268577
+43.45859,+1.57173,1275268705
+43.45859,+1.57173,1275268826
+43.45859,+1.57173,1275268944
+43.45859,+1.57173,1275269066
+43.45859,+1.57173,1275269186
+43.45859,+1.57173,1275269364
+43.45859,+1.57173,1275269482
+43.45859,+1.57173,1275269663
+43.45859,+1.57173,1275269782
+43.45859,+1.57173,1275270141
+43.45859,+1.57173,1275270261
+43.45859,+1.57173,1275270381
+43.45859,+1.57173,1275270505
+43.45859,+1.57173,1275270626
+43.45859,+1.57173,1275270745
+43.45859,+1.57173,1275270984
+43.45859,+1.57173,1275271165
+43.45859,+1.57173,1275273679
+43.45828,+1.57146,1275274880
+43.45859,+1.57173,1275275060
+43.45852,+1.57234,1275276919
+43.45849,+1.57178,1275276978
+43.45857,+1.57169,1275277037
+43.45859,+1.57173,1275278421
+43.45859,+1.57173,1275278541
+43.45859,+1.57173,1275278721
+43.45859,+1.57173,1275278841
+43.45790,+1.57219,1275279021
+43.45859,+1.57173,1275279080
+43.45866,+1.57162,1275280147
+43.45823,+1.57181,1275280207
+43.45830,+1.57188,1275280267
+43.45875,+1.57207,1275280327
+43.45867,+1.57163,1275280387
+43.45859,+1.57173,1275280577
+43.45859,+1.57173,1275280815
+43.45859,+1.57173,1275281114
+43.45859,+1.57173,1275281234
+43.45833,+1.57177,1275281531
+43.45849,+1.57189,1275281591
+43.45839,+1.57174,1275281652
+43.45835,+1.57205,1275281710
+43.45819,+1.57182,1275281770
+43.45840,+1.57164,1275281829
+43.45859,+1.57173,1275281894
+43.45859,+1.57173,1275282074
+43.45859,+1.57173,1275282192
+43.45859,+1.57173,1275282313
+43.45859,+1.57173,1275282431
+43.45859,+1.57173,1275282611
+43.45859,+1.57173,1275282791
+43.45859,+1.57173,1275283158
+43.45859,+1.57173,1275283337
+43.45859,+1.57173,1275283516
+43.45859,+1.57173,1275286157
+43.45859,+1.57173,1275286338
+43.45859,+1.57173,1275286457
+43.45859,+1.57173,1275286577
+43.45859,+1.57173,1275286938
+43.45859,+1.57173,1275287717
+43.45859,+1.57173,1275287837
+43.45859,+1.57173,1275287957
+43.45859,+1.57173,1275288256
+43.45859,+1.57173,1275288374
+43.45859,+1.57173,1275289698
+43.49261,+1.60933,1275290540
+43.46090,+1.57165,1275293779
+43.45859,+1.57173,1275293901
+43.45830,+1.57177,1275294016
+43.45868,+1.57154,1275294075
+43.46249,+1.56990,1275294147
+43.47250,+1.55200,1275294195
+43.48081,+1.53996,1275294255
+43.49231,+1.52377,1275294315
+43.49491,+1.52048,1275294375
+43.50276,+1.51136,1275294435
+43.50651,+1.51498,1275294494
+43.51129,+1.51866,1275294569
+43.51527,+1.53463,1275294613
+43.52535,+1.52261,1275294674
+43.53170,+1.51764,1275294733
+43.53860,+1.51069,1275294795
+43.54540,+1.50575,1275294853
+43.55000,+1.50473,1275294913
+43.55053,+1.50438,1275294972
+43.55056,+1.50425,1275295034
+43.55036,+1.50387,1275295092
+43.55362,+1.49699,1275295151
+43.55811,+1.49270,1275295217
+43.56037,+1.48956,1275295271
+43.56598,+1.48387,1275295330
+43.57208,+1.47585,1275295390
+43.56755,+1.47321,1275295455
+43.56362,+1.47658,1275295510
+43.56274,+1.47708,1275295569
+43.56320,+1.47719,1275389494
+43.56267,+1.47710,1275472957
+43.56352,+1.47752,1275480424
+43.56317,+1.47778,1275480483
+43.56289,+1.47712,1275480525
+43.56289,+1.47712,1275480712
+43.56309,+1.47757,1275480821
+43.56300,+1.47737,1275480944
+43.56467,+1.48085,1275481077
+43.56260,+1.47734,1275481183
+43.56239,+1.47747,1275481308
+43.56467,+1.48085,1275481436
+43.56315,+1.47771,1275481602
+43.56467,+1.48085,1275481677
+43.56309,+1.47537,1275481963
+43.56269,+1.47659,1275487127
